Station Name,ZIP,Latitude,Longitude,ID
Castle Village Parking Garage,10033,40.854693,-73.939432,95779
Santana Row - Winchester Parking Garage,95128,37.319988,-121.948899,95798
Sun Metro Westside,79912,31.834882,-106.564541,95804
Old West Salem City Hall,97304,44.939611,-123.060235,95805
Twin Peaks Frisco,75034,33.10825,-96.80626,95811
Salk Institute,92037,32.886682,-117.244244,95812
JBG - L'Enfant Plaza - Washington DC,20024,38.883525,-77.025527,95813
Lipscomb University,37204,36.105597,-86.798058,95818
The Ranch at Las Colinas,75039,32.88952,-96.958203,95821
Mesa Community College,85202,33.392577,-111.872446,95824
Baker-Herder Building - Table Talk,85715,32.249684,-110.845892,95826
Sumner School District - Parking Lot,98390,47.203981,-122.237313,95831
Olympic Medical Center,98362,48.115251,-123.415521,95845
South Lake Union Discovery Center,98109,47.619185,-122.33888,95858
Life Science Plaza,77030,29.706546,-95.407485,95860
Senior Center,37087,36.218535,-86.297284,95861
Ramada Plaza West Hollywood,90069,34.088515,-118.378373,95867
City of Hayward - 805 B St,94541,37.671483,-122.084149,95870
Bookman's Ina,85741,32.335613,-111.045725,95880
"McDonald's #12525 on Main Street in Oakley, CA",94561,38.005536,-121.751895,95885
IKEA - Grand Prairie,75052,32.6898,-97.0225,95889
Hillsboro - Main Library,97124,45.543513,-122.936116,95891
JBG - 77 Upper Rock - Rockville MD,20850,39.112689,-77.185113,95893
Rio Salado - Avondale,85323,33.439275,-112.349879,95896
Carl's Jr - 9002 Firestone,90241,33.93519,-118.12389,95901
Comfort Suites - Las Colinas Center,75038,32.88996,-96.966552,95906
IKEA - Las Vegas,89148,36.068263,-115.281584,95910
OSU - Linus Pauling Science Center,97331,44.56629,-123.283795,95918
MAX at Kierland,85254,33.633744,-111.925776,95920
Amerigo (Brentwood),37027,35.966575,-86.804067,95924
"McDonald's on San Ramon Valley Blvd in San Ramon, CA",94583,37.724427,-121.94313,95926
Tigard - Public Works,97223,45.427235,-122.767239,95931
Forest Grove - Theater Parking,97116,45.520381,-123.113039,95932
George Bush Airport (IAH) Terminal Garage A/B - 1st Floor,77032,29.986744,-95.351534,95933
Providence - St. Vincent Medical Center,97225,45.509742,-122.771026,95938
Providence - Office Park,97213,45.5335,-122.617841,95940
Cheatham County Courthouse,37015,36.27475,-87.063513,95941
Providence - Milwaukie Hospital,97222,45.448879,-122.627307,95942
Providence - Willamette Falls Medical Center,97045,45.356723,-122.586643,95943
Providence Medical Group - Tanasbourne,97124,45.533717,-122.868141,95944
Providence - Bridgeport Health Center,97224,45.390767,-122.75109,95946
Providence - Portland Medical Center - Glisan Parking Garage West,97213,45.527803,-122.612077,95947
The Bravern,98004,47.6172869,-122.1919353,95951
YMCA - Town North #75,75229,32.901518,-96.834891,95953
YMCA - Lake Highlands #37,75243,32.904398,-96.749733,95955
Lake Washington Institute of Technology,98034,47.704069,-122.167006,95959
Don Fox Park,37087,36.218642,-86.313528,95960
NEMA Apartments,94103,37.775819,-122.417239,95963
Rio Salado College - Downtown,85007,33.455098,-112.081972,95964
Whiskey Cake Kitchen & Bar - Plano,75093,33.048462,-96.830819,95967
City of Solana Beach,92075,32.983422,-117.270627,95972
Mesa Main Library,85201,33.417273,-111.830484,95975
Mesa Arts Center,85201,33.414929,-111.829575,95976
Pellissippi State,37932,35.94657,-84.164617,95978
Providence Holy Cross Medical Center - Cancer Research Center,91345,34.27922,-118.460143,95980
Providence Holy Cross Medical Center - General Parking,91345,34.280226,-118.461522,95982
Salem Riverfront Park,97301,44.943012,-123.041753,95984
Seola Gardens,98146,47.502354,-122.34112,96009
Bookmans Mesa,85210,33.395901,-111.8415,96011
George Bush Airport (IAH) Terminal Garage A/B - 4th Floor,77032,29.986715,-95.347925,96018
Burton Barr Library,85004,33.46327,-112.073321,96019
Owens St Parking Garage,94158,37.767928,-122.3942639,96022
Irving City Hall,75061,32.813932,-96.956384,96031
First Field Shopping Ctr Regency,20878,39.144455,-77.2195459,96036
Peter J. Camiel Service Plaza (Milepost 304.8 WB),19520,40.121937,-75.776341,96040
Twin Peaks Mesquite,75150,32.798202,-96.62708,96047
Phoenix Convention Center - Heritage Garage,85004,33.449695,-112.067236,96059
Cholla Library,85051,33.577867,-112.11905,96060
221 Main Public Parking Garage,94105,37.790344,-122.39221,96066
Wipro,30305,33.852522,-84.380658,96069
JBG - Fort Totten Square,20011,38.958255,-77.002273,96075
112th & 12th,98004,47.619989,-122.190555,96076
City of Chula Vista - Parkway Community Center & Gym,91910,32.637998,-117.082687,96078
Pringle Schoolhouse,97302,44.883384,-123.012592,96083
Patagonia Corporate Office,93001,34.280058,-119.304035,96085
Harborview Medical Center,98104,47.605477,-122.323427,96090
Pellissippi State (Blount County Campus),37737,35.755076,-84.072247,96093
IKEA - Atlanta,30363,33.788726,-84.404108,96096
Bookmans - Speedway,85712,32.235508,-110.859564,96099
Bookmans - 19th Avenue,85021,33.554009,-112.100952,96100
The Famous Pearson Fuel Depot,92105,32.754954,-117.107457,96107
City of San Diego - Central Library,92101,32.708963,-117.153793,96108
George Bush Airport (IAH) Terminal Garage C - 4th Floor,77032,29.9868,-95.34385,96112
City College - Parking Structure - 2nd Floor,92101,32.716087,-117.14881,96116
Miramar College - Parking Structure - 1st Floor,92126,32.906289,-117.120996,96117
McDonald's - McKee - San Jose CA,95133,37.367108,-121.848602,96127
FRED MEYER - #153 Johnson Creek,97086,45.459184,-122.581079,96129
FRED MEYER - #325 Eugene,97404,44.098813,-123.127006,96130
Peoria Sunrise Mountain Library,85382,33.6753301,-112.2695452,96132
San Juan Bautista,95045,36.844726,-121.5395,96134
WL Gore & Associates,85085,33.778027,-112.115518,96137
Hotel Lumen,75205,32.8408907,-96.7872978,96148
Ace Parking - Omni Hotel,92101,32.707115,-117.158705,96149
THPRD - HMT Recreation Complex,97006,45.520532,-122.839118,96150
Fairfield Inn & Suites Kodak,37764,35.985804,-83.610977,96156
Atria Arista Apartments,80021,39.906012,-105.092727,96166
DDC Dowell Springs,37919,35.946068,-84.022774,96183
Facebook - Building 12,94025,37.484198,-122.15032,96186
Solterra South,92020,32.795991,-116.966365,96188
"Carl's Jr. - 2820 E. Lincoln Ave., Anaheim",92806,33.836534,-117.87085,96197
Providence - Medford Medical Center,97504,42.339375,-122.863707,96198
Scottsdale Community College,85256,33.512383,-111.880611,96204
Vernier Software & Technology,97005,45.493455,-122.819869,96209
Kroger Store #495 - Alpharetta - State Highway 9,30004,34.095762,-84.277401,96210
Kroger Store #635 - Dacula - Dacula Rd,30019,33.999492,-83.906561,96211
Kroger Store #587,75287,32.99799,-96.84564,96215
Britannia Oyster Point Business Plaza,94080,37.664328,-122.390915,96217
Britannia Oyster Point II Business Plaza,94080,37.664203,-122.391043,96220
Mesa College,92111,32.804185,-117.165375,96230
Kroger Store #480 - Grayson - Grayson Hwy,30017,33.897361,-83.961528,96246
IKEA - Tempe,85284,33.340195,-111.971494,96248
The RDI Group,60143,41.983917,-88.028338,96269
Regency Center Russell Ridge,30043,34.005301,-83.9879718,96275
Kolb Executive Park - Anthem Equity Group,85715,32.241871,-110.84262,96279
Walgreens Store #12168,98312,47.56825,-122.66705,96282
IKEA - Memphis,38016,35.189322,-89.799274,96284
Kroger Store #444 - Alpharetta - Atlanta Hwy,30004,34.095358,-84.27591799,96290
Kroger Store #430 - Woodstock - Old Highway 5,30188,34.1412879,-84.503906,96291
IKEA - Paramus,7652,40.924184,-74.07394,96292
City of Falls City,97344,44.865414,-123.434127,96295
WALGREENS #4554,32825,28.54725,-81.204659,96296
FRED MEYER - #090 East Salem,97301,44.949501,-122.987298,96302
Cross Park Realty Partners LLC,37923,35.92301,-84.08731,96322
Plymouth Congregational Church,98101,47.608875,-122.332845,96325
McDonald's #24982 - Contra Costa Blvd - Pleasant Hill CA,94523,37.95348,-122.059919,96332
IKEA - San Diego,92108,32.7800402,-117.1263976,96335
IKEA - East Palo Alto,94303,37.460995,-122.138388,96337
Riverfront Garage,38103,35.144379,-90.054791,96342
Criminal Justice Center,38103,35.147539,-90.046249,96344
520 Pike Tower,98101,47.611102,-122.334893,96348
McDonald's #26922 - Balfour Rd - Brentwood CA,94513,37.92569,-121.736456,96352
Hilton Garden Inn Chattanooga,37421,35.045076,-85.156036,96356
Brentwood Library,37027,35.994624,-86.788326,96359
Maury Regional Medical Center,38401,35.606597,-87.067605,96368
Peartree Village,37027,36.032111,-86.787826,96369
Three Rivers Market,37917,35.981352,-83.928208,96371
VHA Place,75039,32.866893,-96.939559,96379
Legacy Parking - 701 Brickell Avenue,33131,25.767087,-80.189801,96382
Rio Salado - Tempe,85281,33.412916,-111.973617,96383
Portland Expo Center,97217,45.604613,-122.686868,96386
King of Prussia Service Plaza (Milepost 328.4 WB),19406,40.089817,-75.370979,96387
Little Sunshine's Playhouse - Gilbert,85234,33.36931,-111.75568,96390
City of Carlton - City Hall,97111,45.29437,-123.175959,96393
Bellevue College - Lot C7 Snoqualmie River Road,98005,47.58495,-122.15043,96400
FRED MEYER - #460 Salmon Creek,98685,45.720603,-122.663135,96405
FRED MEYER - #391 Totem Lake,98034,47.708482,-122.183522,96407
FRED MEYER - #375 Tigard,97223,45.441373,-122.751499,96408
FRED MEYER - Corporate Office - Portland OR,97202,45.495842,-122.641314,96409
FRED MEYER - #179 Lake City Way,98125,47.723587,-122.292361,96412
FRED MEYER - #664 Redmond,98052,47.670707,-122.103973,96413
FRED MEYER - #682 Maple Valley,98038,47.362455,-122.017988,96415
FRED MEYER - #070 Corvallis,97330,44.575237,-123.274304,96417
Kroger Store #313,77035,29.669004,-95.463622,96421
Kroger Store #520,76109,32.7057585,-97.3604928,96425
Camelback Ford,85012,33.51053,-112.047857,96430
Auburn University - Stadium Parking Deck,36849,32.569514,-85.347427,96438
8500 Burton Way - Basement Lot,90048,34.071163,-118.377019,96441
IKEA - Burbank,91502,34.174558,-118.303142,96447
Pacific Parkway Center - Building A,97224,45.426932,-122.746212,96448
Community Energy,19063,39.918671,-75.388806,96449
Equity Office,95113,37.333948,-121.894079,96450
Rio Salado - Northern,85021,33.552501,-112.097404,96452
Embassy Suites Hotel (LAX South),90245,33.930574,-118.400744,96458
Shoppers Garage,38103,35.147834,-90.0532075,96459
La Quinta Inn & Suites Lebanon,37090,36.180826,-86.30188,96463
Park Central - 789 (Garage 7),75251,32.923514,-96.771829,96464
Park Central - 789 (Garage 8),75251,32.923514,-96.771829,96466
Rancho Bernardo Inn,92128,33.031764,-117.067237,96470
Sylvan Falls Mill Bed & Breakfast,30568,34.9274909,-83.4205339,96471
Tennessee Lofts HOA,90064,34.034366,-118.44268,96475
Lake Union Building,98109,47.633992,-122.339684,96480
Camelback Toyota - South Side of Dealership,85014,33.509391,-112.048106,96489
OSU - 15th & Jefferson Way Lot,97331,44.564954,-123.272122,96490
Metro - MRC Building,97232,45.52739,-122.6598499,96491
Parkway Corporation 5,19107,39.948892,-75.1607852,96497
El Norte Parkway Plaza Regency,92026,33.148109,-117.106775,96502
Walgreens Store #7677,98092,47.245269,-122.206909,96505
HOLOGIC Gen-Probe,92121,32.905825,-117.184631,96506
SP+ - 200 Chambers Street Garage,10007,40.7163,-74.01258,96507
Standard Parking - 1840 Century Park East,90067,34.062703,-118.415,96508
Ace Parking - Corporate Lot,92101,32.71978,-117.158615,96513
Paradise Point Resort,92109,32.77485,-117.239356,96524
Springhill Suites Pigeon Forge,37863,35.808857,-83.575849,96527
Holiday Inn Express Alcoa,37701,35.783947,-83.988546,96528
La Quinta Alcoa,37701,35.811537,-83.982389,96531
Holiday Inn Cedar Bluff,37923,35.919789,-84.088552,96532
Holiday Inn Express Kodak,37764,35.984378,-83.613235,96533
McDonald's - Highland Park,60035,42.18876,-87.801595,96538
Danielson's Hilltop Mall,97045,45.335211,-122.593116,96542
Embassy Suites Downtown Houston,77010,29.752956,-95.361339,96544
ING - Atlanta,30327,33.9134,-84.4182,96547
ING - Scottsdale,85258,33.565945,-111.923509,96557
Smart Park - 4th & Yamhill,97204,45.517312,-122.676815,96564
Smart Park - SW 10th & Yamhill,97205,45.519651,-122.682137,96565
Central Parking - 10th and South Garage,19147,39.94294,-75.158599,96570
Trump International Hotel & Tower Chicago,60611,41.888835,-87.626658,96584
The Children's Hospital of Philadelphia - Main Campus,19104,39.948688,-75.192894,96585
Bishop Arts District - 7th Street Parking Lot,75208,32.748761,-96.826846,96587
Solterra North,92020,32.796244,-116.965878,96601
Arizona-Sonora Desert Museum,85743,32.243359,-111.167021,96602
Clark County - Public Service Center (1st Floor),98660,45.631384,-122.677588,96620
Town of Oro Valley,85737,32.40833,-110.994504,96621
"First Avenue Parking, LLC",10016,40.745096,-73.971921,96624
YMCA - McKinney #62,75070,33.196668,-96.698734,96625
YMCA - Frisco #61,75034,33.151462,-96.860377,96626
Tahoma Market (I-5 Exit 137),98424,47.241675,-122.347864,96628
AAA - Clifton Heights,19018,39.9255069,-75.308621,96643
Tribeca Park,10282,40.717717,-74.015049,96646
City of Hollywood  - Radius Garage,33020,26.012909,-80.145104,96652
City of Hollywood - Garfield Garage,33019,26.022405,-80.115339,96653
Beaverton - City Library,97005,45.4845,-122.8047,96671
Walters Cultural Art Center,97123,45.522961,-122.982309,96673
Hilton Garden Inn Myrtle Beach,29577,33.701793,-78.928415,96679
AVION PARK AVION PARK,33607,27.958946,-82.532967,96684
RED BANK MONMOUTH,7701,40.349339,-74.069774,96693
CITY OF OLIVIA OLIVIA EV STOP,56277,44.776888,-94.988415,96694
GEORGIA POWER SAVANNAH L2,31408,32.0743,-81.199094,96710
"Oceana Bal Harbour Condo Association, Inc.",33154,25.895201,-80.123318,96713
PSG1 SCOTT CAMPUS 2,68182,41.247138,-96.014858,96717
LPA PRINCE ST FL G2,17603,40.039731,-76.307461,96719
REVUP1 NC ZOO2,27205,35.630452,-79.765581,96720
LPA WATER ST FL 1,17603,40.041404,-76.309317,96721
LPA EAST VINE ST 2,17602,40.037025,-76.304319,96722
LPA KING ST FL G,17602,40.038069,-76.302049,96723
LPA DUKE ST FL G,17602,40.041063,-76.304426,96724
REVUP1 SOLAR POINT 1,27205,35.627228,-79.766688,96725
PORTSMOUTH CITY HALL LOWER,3801,43.069418,-70.75405,96727
The Herman T. Costello Lyceum Hall,8016,40.076462,-74.857778,96728
12th Street & Drexel Avenue Garage,33139,25.7828,-80.133,96751
ANCORA APTS EV CHARGER 01,32821,28.396222,-81.463011,96752
OBE POWER ROYAL CARIB 1,33132,25.776638,-80.179211,96753
"BISCOE, TOWN BISCOE PARK",27209,35.356552,-79.785725,96754
SPECTRUM HEALTH RAMP 7 STATION,49503,42.970936,-85.663301,96756
CORNELL FOREST HOME 3,14850,42.45046,-76.47865,96757
DC CORRIDOR SO SEATTLE COL,98106,47.547708,-122.352708,96763
MC FLEET MC_EXC_OFF_BLDG,20850,39.08325,-77.149282,96764
Alpha Energy Management,94538,37.466791,-121.929602,96775
Charles Street Garage,48823,42.734974,-84.480105,96777
M.A.C. Garage,48823,42.734711,-84.481294,96778
Scarborough Public Library,4074,43.596579,-70.335969,96779
Elbert County Courthouse,30635,34.109726,-82.868747,96780
City of Woodland - Police Department,95695,38.675,-121.8,96792
City of Woodland - Municipal Service Center,95776,38.696,-121.7,96793
City of Santa Monica - Parking Structure 9,90403,34.020221,-118.499251,96794
City of Santa Monica - Lot 9,90405,33.999203,-118.481415,96796
City of Santa Monica - Lot 7,90404,34.02576,-118.49583,96797
City of Santa Monica - Lot 8,90403,34.03,-118.49583,96798
Santa Monica Place Mall Garage #7 - Civic Center - Upper Deck,90401,34.013658,-118.493749,96803
AAA - Maineville,45039,39.344103,-84.220783,96804
AAA - Allen Park,48101,42.28178327,-83.20469247,96805
Fresno Yosemite International Airport - Short Term Parking,93727,36.766768,-119.718483,96807
MFA GARAGE 2,2115,42.338347,-71.095968,96810
BMW SOUTH AUS CT4021STATION4,78744,30.200514,-97.761801,96817
SF MINI-MC STATION 1,87507,35.632778,-106.025383,96819
AAA BSTS DENT EVSE 01,45248,39.177812,-84.645758,96820
CITYFLATS CITYFLATSHOTEL,49423,42.792137,-86.105019,96828
ORACLE ATX23 G1 1,78741,30.241969,-97.720292,96842
ALLABOARDFLORID MIAMI 3,33136,25.78012,-80.197481,96843
ALLABOARDFLORID MIAMI 2,33136,25.780135,-80.197494,96844
ALLABOARDFLORID MIAMI 1,33030,25.780166,-80.19753,96845
Keller Motors,93230,36.320443,-119.655306,96856
Atrium Garage,21201,39.2906,-76.620429,96857
MIDSOUTH CHARGE WOODFOREST GC,77316,30.267219,-95.56584,96860
NITTANY P DECK STATION 2,16801,40.797951,-77.869971,96861
CONTINUUM DENV 9&CO 2ND FL #1,80220,39.732598,-104.939769,96862
CDOT PUEBNPB,81008,38.332168,-104.62462,96863
VM CHARGERS VM BAINBRIDGE 1,98110,47.637692,-122.513582,96877
INDIGO STATION IS STATION 3,29464,32.830212,-79.836763,96880
CASTLE PROF CTR CPC,96744,21.418717,-157.80179,96884
COLO. COLLEGE C1 STATION 1,80903,38.849385,-104.823171,96889
WEINSTEIN ANDERSON 1,78729,30.455107,-97.768221,96899
WEINSTEIN SILVERADO 1,78613,30.532399,-97.779871,96901
WEINSTEIN WHITESTONE 1,78729,30.471863,-97.796031,96902
King County Housing Authority,98113,47.7725,-122.3315,96904
PowerSecure,27703,35.921114,-78.841953,96925
Merced Community College - Los Banos Center,93635,37.058477,-120.895492,96926
Monte Vista Small Animal Hospital,95382,37.522258,-120.838622,96927
City of McKinney - Senior Recreation Center,75069,33.183097,-96.621074,96928
Thomas Jefferson Unitarian Church,40222,38.282171,-85.630778,96934
Heine Brothers' - Hikes Point,40220,38.220142,-85.626228,96935
Sharpless Street Parking Facility,19382,39.9543836,-75.6008499,96936
Mall of America - East Parking,55425,44.85419464,-93.23938751,96946
Mall of America - West Parking,55425,44.85488892,-93.24503326,96947
EMBASSY CENTER NEW STATION,97223,45.454592,-122.781679,96950
NAMASTE SOLAR 1 6707 WINCHESTER,80301,40.078682,-105.19644,96961
WHOLE FOODS MKT GAINESVILLE ST1,32608,29.625561,-82.374357,96962
Multicare Health Systems,98042,47.359935,-122.103668,96971
Highline Community College,98198,47.389484,-122.301609,96972
STOP SHOP 2700 WAYLAND 4,1778,42.364839,-71.366514,96973
BSMG ATC EVSE GW,27701,35.993329,-78.905625,96976
ST. ED'S GARAGE STATION1,78704,30.226907,-97.751966,96978
BRIXX PIZZA STATION 1,29572,33.750083,-78.814309,96979
MEB GRACE STA1,85225,33.336695,-111.846469,96980
Alltown Fresh Gas Station - Plymouth,2360,41.932808,-70.656953,96997
BARKLEY VILLAGE REGAL CINEMA 2,98226,48.7707,-122.448772,97018
EVERGY @MOSAIC PG-323A,64501,39.767198,-94.84845,97024
South Clackamas Transportation District,97038,45.145345,-122.566024,97028
CHARGE@RTH STATION 01,97233,45.520359,-122.537051,97036
Facebook - Building 25,94025,37.480997,-122.169997,97046
ACC SAN GABRIEL 1,78641,30.587871,-97.849536,97048
WHOLE FOODS MKT FRANKLIN 01,37067,35.934861,-86.824692,97067
ESSEX PARK GREEN 6,94402,37.554604,-122.30747,97069
UMN PARKING LOT 86,55454,44.974185,-93.244056,97070
INN INN 2,30103,34.302263,-84.983802,97072
MSU S. STADIUM #2,48824,42.726615,-84.484002,97073
OUC OUC OCCC 04,32819,28.431239,-81.463099,97075
FRED MEYER - #220 Newberg,97132,45.305972,-122.944922,98384
Fred Meyer - #660 Wood Village,97060,45.530047,-122.427359,98387
Crescent Vue,97134,45.449914,-123.961337,98411
DOWNTOWN DA L2 WEST STATION,84101,40.758936,-111.890011,98415
UM PTS PENN GARAGE,21201,39.286503,-76.625567,98417
OBE POWER NINE MARY BRICK,33130,25.764709,-80.194999,98419
UNIV OF FLORIDA SHEPARD BROAD 1,32603,29.640344,-82.34679,98422
UNIV OF FLORIDA VET MED 01,32608,29.633537,-82.347991,98423
WHOLE FOODS RES RESTON 1,20190,38.951955,-77.348497,98424
THE GRIFF THE GRIFF 2,43212,39.995632,-83.042142,98426
Tony Mangino Mitsubishi,12065,42.858085,-73.762909,98431
AK Auto,22031,38.872676,-77.262652,98434
BMW of Charlottesville,22911,38.0333263,-78.4518157,98437
Metro Park,22310,38.7687738,-77.1570897,98444
MVHS MVHS,80126,39.521561,-104.964708,98452
DC CORRIDOR L2 HAGERSTOWN,21740,39.626157,-77.768936,98453
MC FLEET EDISON PARK 3,20878,39.11304,-77.235119,98456
SEASIDE HEIGHTS SEASIDE 1,8751,39.942476,-74.072694,98475
DFC GSA ST3,80226,39.719694,-105.115004,98484
DFC GSA ST7,80215,39.722629,-105.115356,98485
DFC GSA ST6,80215,39.72248,-105.115239,98486
DFC GSA ST9,80226,39.712917,-105.125748,98487
DFC GSA ST10,80226,39.712396,-105.125979,98488
DFC GSA ST1,80215,39.71755,-105.118153,98489
VERMONT BGS BGS MONT AIKEN,5602,44.261773,-72.581828,98490
SCO LDS POB,84103,40.780519,-111.880174,98492
CST TRASK EV 2,1923,42.570009,-70.90916,98494
LOVELAND HA2018 LOVELAND HA2018,80538,40.431468,-105.081794,98495
Township of Ocean - Town Hall,7755,40.253723,-74.013243,98499
City of Fort Collins - Fleet Garage,80521,40.585435,-105.079157,98500
Edison Electric Co,21060,39.188825,-76.607621,98501
NATIONAL GRID BRYANT U,2917,41.919703,-71.53961,98507
EDENS MACARTHUR PARK 1,75063,32.908193,-96.960444,98509
COJ STATION 2,53545,42.683688,-89.022669,98523
ACC HAYS PUB STC 2,78640,30.022388,-97.870799,98526
PIE AE WEST LAKE DC4,78746,30.292583,-97.827741,98528
ACC HAYS PUB STC 1,78640,30.021506,-97.87056,98529
CDOT L1 NORTH STN,80204,39.738743,-105.022746,98531
Surfcomber,2664,41.6397167,-70.2152436,98542
Southway Builders,21230,39.269901,-76.595658,98544
Town of Ocean City - Worcester Parking Lot,21842,38.328131,-75.088996,98545
Green Acres Market,97756,44.204363,-121.227364,98546
Liberty Utilities,65605,36.975977,-93.729391,98551
Camaray Motel,98844,48.938283,-119.436456,98553
Smokiam Park,98851,47.39125,-119.483647,98554
Mountain View Lodge & Resort,98831,47.883847,-120.154608,98555
Furman University - South Chapel,29613,34.921944,-82.436389,98556
City of Rancho Cucamonga - Fire Training Academy,91730,34.094205,-117.55695,98557
JLR HILTONHEAD SHOP02,29927,32.312223,-80.982274,98564
SCO LDS VISITOR N,84103,40.77826,-111.880842,98565
WHOLE FOODS MKT CHARLOTTE STA 1,28202,35.221064,-80.84649,98566
BROOKFIELD PROP ALLEN CENTER S1,77002,29.757305,-95.371235,98567
BEMC SHALLOTTE,28470,33.974158,-78.386606,98568
ERMU STATIONS STATION 2,55330,45.304112,-93.600473,98569
Greenacres Nissan,33463,26.619472,-80.12756,98581
Greenacres Nissan,33463,26.619472,-80.12756,98582
Seattle-Tacoma International Airport - Terminal Direct Parking,98188,47.443363,-122.296428,98583
Sutherlin Nissan - Cherokee,30115,34.183359,-84.502677,98584
Sutherlin Nissan - Cherokee,30115,34.183359,-84.502677,98585
OHIO STATE UNV CAR LEVEL 3,43212,39.997985,-83.033071,98595
200 RIVERWOOD STATION 3,30339,33.877674,-84.459523,98599
Fort Lee,23801,37.24949,-77.339383,98602
NIST,20899,39.140168,-77.218461,98603
Idaho National Laboratory,83415,43.519585,-112.046184,98604
Bonneville Power Administration,98663,45.662257,-122.664489,98605
Zion National Park,84767,37.199954,-112.983581,98606
Veterans Administration Medical Center - West Loma Linda,92357,34.050282,-117.252416,98607
Hollybrook Golf and Tennis Club,33025,26.0008,-80.266162,98609
NPS BUILDING STATION 2,86004,35.238931,-111.570908,98612
Marine Corps Recruit Depot,92140,32.743966,-117.201705,98632
National Security Agency,20755,39.108994,-76.770271,98662
Department of Navy,19111,40.043861,-75.089836,98663
Department of Energy,89023,36.885503,-116.033391,98664
Bighorn Canyon National Recreation Area,59035,45.31091,-107.935926,98665
National Park Service - Longmire Administration Building,98304,46.750241,-121.812778,98666
Perry Point Veterans Affairs Medical Center,21902,39.549787,-76.063177,98667
Veterans Affairs Boston Healthcare System,2301,42.063005,-71.053955,98668
Veterans Affairs Hospital Jamaica Plain,2130,42.326988,-71.110632,98669
Environmental Protection Agency,94105,37.785487,-122.398057,98670
Environmental Protection Agency,30303,33.753606,-84.394258,98671
Environmental Protection Agency,80202,39.751971,-105.001596,98672
Environmental Protection Agency,8837,40.515384,-74.357705,98673
Environmental Protection Agency,10007,40.714723,-74.005143,98674
Environmental Protection Agency,2109,42.357412,-71.056588,98675
Environmental Protection Agency,98101,47.609095,-122.332012,98676
Office of Personnel Management,20415,38.895351,-77.044604,98677
Social Security Administration,27709,35.877576,-78.88564,98678
United States Naval Air Reserve Recruit,92145,32.877149,-117.145881,98679
United States Marine Corps,92145,32.885181,-117.129364,98680
Naval Hospital Camp Pendleton,92055,33.222128,-117.39062,98681
United States Marine Corps,92672,33.3864,-117.5805,98690
United States Marine Corps,11530,40.729637,-73.615008,98692
"Family and Morale, Welfare and Recreation",95304,37.723148,-121.397377,98693
U.S. Department of Commerce,20230,38.8937,-77.0329,98694
U.S. Department of Energy,20585,38.887247,-77.025459,98695
U.S. Department of Health & Human Services,20416,38.886836,-77.014461,98696
U.S. Department of Transportation,20590,38.905437,-77.014852,98697
Marine Corps Recruit Depot,92140,32.7421,-117.2027,98698
Verus Apartments,75035,33.104754,-96.799435,98699
EV PILOT EV PILOT GARAGE,60085,42.361233,-87.832984,98706
SCAFCO Steel Stud Co,99202,47.658731,-117.369055,98721
SAVANNAH 1 SAVANNAH 1,31401,32.067848,-81.095089,98724
BASKIN ROBBINS B-R #1,98502,47.047492,-122.939544,98737
DTW AIRPORT BLUEDECK 4G #3,48242,42.224805,-83.347041,98744
WPS GBTC 1,54304,44.470824,-88.066649,98746
HEALTHEQUITY STATION 2,84020,40.480442,-111.89209,98751
HEALTHEQUITY STATION 3,84020,40.48135,-111.889853,98752
2ND FL CAR CHAR 2ND FLOOR CHARG,97210,45.532799,-122.695242,98753
DTW AIRPORT MAC DECK 8B4,48174,42.20747,-83.355813,98754
DTW AIRPORT SOUTH CEL LOT,48174,42.194207,-83.376683,98755
SAN PORTALES SAN PORTALES1,85255,33.694162,-111.92255,98756
Berman Nissan - Chicago,60618,41.943587,-87.708212,98760
Berman Nissan - Chicago,60618,41.943587,-87.708212,98761
Oceana Key Biscayne,33149,25.694585,-80.157714,98762
17th Street Garage,33139,25.791987,-80.134977,98763
TEN PARK PLAZA CITY PLACE,2116,42.351477,-71.066834,98766
PEC HQ PEDERNALES1,78654,30.618434,-98.266917,98769
DC CORRIDOR N SEA COLLEGE,98103,47.699227,-122.334626,98770
RESIDENCEINNGVL EV CHARGER 02,29607,34.826113,-82.305668,98777
LANESBORO BASS POND 01,55949,43.720512,-91.979085,98778
UNIV. OF COLO WOLF LAW WEST,80305,40.00114,-105.26303,98789
LHM HONDA STATION 01,99201,47.653614,-117.430179,98810
2001 P5 GARAGE 2001 STATION 01,60515,41.830267,-88.032935,98815
UMASS MEMORIAL EMPLOYEE GAR #3,1605,42.273736,-71.790654,98816
SBV-EV SBV EV 2,81615,39.208847,-106.948814,98823
NATIONAL GRID ATLANTICBEACH,2891,41.323633,-71.803548,98824
NATIONAL GRID FISHERMENSPARK,2882,41.380905,-71.489257,98825
DFC GSA ST8,80228,39.712869,-105.125965,98826
Villages at Homeland,21212,39.352912,-76.6146,98835
James Mitsubishi - Hamburg,14075,42.746772,-78.852481,98836
Millie's Road House Bar,21869,38.485086,-75.823956,98837
NATIONAL GRID FOXBOROUGH 99,2035,42.039132,-71.238858,98850
NATIONAL GRID SALTY BRINE,2882,41.375763,-71.512702,98852
NATIONAL GRID VIKING HOTEL,2842,41.488126,-71.308407,98853
NATIONAL GRID FORT ADAMS,2840,41.477677,-71.335916,98854
